CODIGO|PROCEDIMENTO|PORTE|VALOR PORTE|AUXILIARES|VALOR UCO|PORTE ANESTESICO|QTDE FILME|INCIDENCIA|VALOR
31306047|PERINEORRAFIA (NÃO OBSTÉTRICA) E/OU EPISIOTOMIA E/OU EPISIORRAFIA|05B|187|1|0|1|0|0|187
31306055|RECONSTRUÇÃO PERINEAL COM RETALHOS MIOCUTÂNEOS|09B|514,25|1|0|6|0|0|514,25
31306063|EXTIRPACAO DE LESAO DA VULVA E DO PERINEO|09C|566,1|2|0|5|0|0|566,1
31306071|SEIO UROGENITAL - PLÁSTICA|08C|442|2|0|4|0|0|442
31307019|CÂNCER DE OVÁRIO (DEBULKING)|12A|964,75|2|0|4|0|0|964,75
31307027|CIRURGIA (VIA ALTA OU BAIXA) DO PROLÁPSO DE CÚPULA VAGINAL (FIXAÇÃO SACRAL OU NO LIGAMENT|09C|566,1|2|0|3|0|0|566,1
31307035|CULDOPLASTIA (MAC CALL, MOSCHOWICZ, ETC.)|09C|566,1|2|0|3|0|0|566,1
31307043|ENDOMETRIOSE PERITONIAL - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
31307051|EPIPLOPLASTIA OU APLICAÇÃO DE MEMBRANAS ANTIADERENTES|07C|368,05|1|0|3|0|0|368,05
31307060|LAPAROSCOPIA GINECOLÓGICA COM OU SEM BIÓPSIA (INCLUI A CROMOTUBAGEM)|08A|397,8|1|0|4|0|0|397,8
31307078|LIBERAÇÃO DE ADERÊNCIAS PÉLVICAS COM OU SEM RESSECÇÃO DE CISTOS PERITONIAIS OU SALPINGÓLISE|06A|216,75|1|0|4|0|0|216,75
31307086|LIGADURA DE VEIA OVARIANA|05B|187|1|0|3|0|0|187
31307094|LIGAMENTOPEXIA PÉLVICA|08A|397,8|1|0|5|0|0|397,8
31307108|NEURECTOMIA PRÉ-SACRAL OU DO NERVO GÊNITO-FEMORAL|05B|187|1|0|4|0|0|187
31307116|OMENTECTOMIA|07C|368,05|2|0|3|0|0|368,05
31307124|RESSECÇÃO DE TUMOR DE PAREDE ABDOMINAL PÉLVICA|08B|416,5|1|0|4|0|0|416,5
31307132|RESSECÇÃO OU LIGADURA DE VARIZES PÉLVICAS|08A|397,8|1|0|4|0|0|397,8
31307140|SECÇÃO DE LIGAMENTOS ÚTERO-SACROS|05B|187|1|0|4|0|0|187
31307159|CÂNCER DE OVÁRIO (DEBULKING) LAPAROSCÓPICA|13A|1398,25|2|811|6|0|0|2209,26
31307167|CIRURGIA LAPAROSCÓPICA DO PROLAPSO DE CÚPULA VAGINAL (FIXAÇÃO SACRAL OU NO LIGAMENTO SACRO-ESPINHOSO|10C|731|2|567,7|5|0|0|1298,7
31307175|CULDOPLASTIA LAPAROSCÓPICA (MAC CALL, MOSCHOWICZ, ETC)|10C|731|2|567,7|5|0|0|1298,7
31307183|ENDOMETRIOSE PERITONEAL - TRATAMENTO CIRÚRGICO VIA LAPAROSCÓPICA|09B|514,25|2|446,1|5|0|0|960,35
31307191|EPIPLOPLASTIA OU APLICAÇÃO DE MEMBRANAS ANTIADERENTES VIA LAPAROSCÓPICA|09A|471,75|1|446,1|5|0|0|917,85
31307205|LIBERAÇÃO LAPAROSCÓPICA DE ADERÊNCIAS PÉLVICAS COM OU SEM RESSECÇÃO DE CISTOS PERITONEAIS OU SALPING|07A|281,35|1|365|5|0|0|646,35
31307213|LIGADURA DE VEIA OVARIANA LAPAROSCÓPICA|06B|238|1|304,1|5|0|0|542,1
31307221|LIGAMENTOPEXIA PÉLVICA LAPAROSCÓPICA|09B|514,25|1|446,1|6|0|0|960,35
31307230|NEURECTOMIA LAPAROSCÓPICA PRÉ-SACRAL OU DO NERVO GÊNITO-FEMORAL|06B|238|1|304,1|5|0|0|542,1
31307248|OMENTECTOMIA LAPAROSCÓPICA|09C|566,1|2|446,1|5|0|0|1012,2
31307256|RESSECÇÃO LAPAROSCÓPICA DE TUMOR DE PAREDE ABDOMINAL|10A|607,75|1|446,1|5|0|0|1053,85
31307264|RESSECÇÃO OU LIGADURA LAPAROSCÓPICA DE VARIZES PÉLVICAS|09C|566,1|1|446,1|5|0|0|1012,2
31307272|SECÇÃO LAPAROSCÓPICA DE LIGAMENTOS ÚTERO-SACROS|06B|238|1|304,1|5|0|0|542,1
31309011|AMNIORREDUÇÃO OU AMNIOINFUSÃO|03B|95,2|0|0|0|0|0|95,2
31309020|ASPIRAÇÃO MANUAL INTRA-UTERINA (AMIU) PÓS-ABORTAMENTO|04A|130,05|0|0|2|0|0|130,05
31309038|ASSISTENCIA AO TRABALHO DE PARTO, POR HORA (ATÉ 6 HORAS).|03C|108,8|0|0|2|0|0|108,8
31309046|CERCLAGEM DO COLO UTERINO (QUALQUER TÉCNICA)|04C|160,65|1|0|2|||
31309054|CESARIANA (FETO ÚNICO OU MÚLTIPLO)|08B|416,5|1|0|5|0|0|416,5
31309062|CURETAGEM PÓS-ABORTAMENTO|04A|130,05|0|0|2|0|0|130,05
31309089|GRAVIDEZ ECTÓPICA - CIRURGIA|08A|397,8|1|0|4|0|0|397,8
31309097|INDUÇÃO E ASSIST. AO ABORTO E FETO MORTO RETIDO|04C|160,65|1|0|5|0|0|160,65
31309100|INVERSÃO UTERINA AGUDA - REDUÇÃO MANUAL (SOMENTE QUANDO O PARTO OCORRER ANTES DA ADMISSÃO HOS|03B|95,2|0|0|3|0|0|95,2
31309119|INVERSÃO UTERINA - TRATAMENTO CIRÚRGICO|09B|514,25|1|0|3|0|0|514,25
31309127|PARTO (VIA VAGINAL)|08C|442|0|0|5|0|0|442
31309135|PARTO MÚLTIPLO POR VIA VAGINAL (CADA UM SUBSEQUENTE AO INICIAL)|04C|160,65|1|0|3|0|0|160,65
31309143|PUNÇÃO ESCALPOFETAL PARA AVALIAÇÃO PH FETAL|02A|34|0|0|0|0|0|34
31309151|REVISÃO OBSTÉTRICA DE PARTO OCORRIDO FORA DO HOSPITAL (INCLUI EXAME, DEQUITAÇÃO E SUTURA DE LACERAÇÕ|05B|187|0|0|2|0|0|187
31309178|VERSÃO CEFÁLICA EXTERNA|04C|160,65|0|0|0|0|0|160,65
31309186|GRAVIDEZ ECTÓPICA - CIRURGIA LAPAROSCÓPICA|09B|514,25|1|446,1|5|0|0|960,35
31309194|INVERSÃO UTERINA - TRATAMENTO CIRÚRGICO LAPAROSCÓPICO|10B|658,75|1|446,1|5|0|0|1104,85
31401015|BIÓPSIA ESTEREOTÁXICA DE ENCÉFALO|10A|607,75|2|0|5|0|0|607,75
31401023|CINGULOTOMIA OU CAPSULOTOMIA UNILATERAL|10B|658,75|2|0|6|0|0|658,75
31401031|CIRURGIA INTRACRANIANA POR VIA ENDOSCÓPICA|11A|773,5|1|0|7|0|0|773,5
31401040|CRANIOTOMIA PARA REMOÇÃO DE CORPO ESTRANHO|10B|658,75|2|0|5|0|0|658,75
31401058|DERIVAÇÃO VENTRICULAR EXTERNA|05C|198,9|1|0|5|0|0|198,9
31401066|DRENAGEM ESTEREOTÁXICA - CISTOS, HEMATOMAS OU ABSCESSOS|10A|607,75|2|0|6|0|0|607,75
31401074|HIPOFISECTOMIA POR QUALQUER MÉTODO|11B|848,3|2|0|6|0|0|848,3
31401082|IMPLANTE DE CATETER INTRACRANIANO E RESERVATÓRIO|08A|397,8|1|0|5|0|0|397,8
31401090|IMPLANTE DE ELETRODO CEREBRAL PROFUNDO|08A|397,8|1|0|6|0|0|397,8
31401104|IMPLANTE DE ELETRODOS PARA ESTIMULAÇÃO CEREBRAL OU MEDULAR|10A|607,75|2|0|6|0|0|607,75
31401112|IMPLANTE ESTEREOTÁXICO DE CATETER PARA BRAQUITERAPIA|10A|607,75|2|0|6|0|0|607,75
31401120|IMPLANTE INTRATECAL DE BOMBAS PARA INFUSÃO DE FÁRMACOS|08C|442|2|0|5|0|0|442
31401139|LOCALIZAÇÃO ESTEREOTÁXICA DE CORPO ESTRANHO INTRACRANIANO COM REMOÇÃO|10A|607,75|2|0|5|0|0|607,75
31401147|LOCALIZAÇÃO ESTEREOTÁXICA DE LESÕES INTRACRANIANAS COM REMOÇÃO|10A|607,75|1|0|5|0|0|607,75
31401155|MICROCIRURGIA PARA TUMORES INTRACRANIANOS|13B|1534,25|2|0|7|0|0|1534,25
31401163|MICROCIRURGIA POR VIA TRANSESFENOIDAL|11A|773,5|2|0|7|0|0|773,5
31401171|MICROCIRURGIA VASCULAR INTRACRANIANA|13B|1534,25|2|0|7|0|0|1534,25
31401198|PUNÇÃO SUBDURAL OU VENTRICULAR TRANSFONTANELA|02B|45,9|0|0|3|0|0|45,9
31401201|RESSECÇÃO DE MUCOCELE FRONTAL|08B|416,5|2|0|5|0|0|416,5
31401228|REVISÃO DE SISTEMA DE NEUROESTIMULAÇÃO|03C|108,8|0|0|3|0|0|108,8
31401236|SISTEMA DE DERIVAÇÃO COM VÁLVULA|10B|658,75|2|0|6|0|0|658,75
31401244|TERCEIRO VENTRICULOSTOMIA|09C|566,1|2|0|3|0|0|566,1
31401252|TRATAMENTO CIRÚRGICO DA EPILEPSIA|10B|658,75|2|0|6|0|0|658,75
31401260|FISTULA LIQUORICA: TRATAMENTO CIRURGICO|09C|566,1|2|0|6|0|0|566,1
31401279|TRATAMENTO CIRÚRGICO DA MENINGOENCEFALOCELE|10B|658,75|2|0|6|0|0|658,75
31401287|TRATAMENTO CIRÚRGICO DE TUMORES CEREBRAIS SEM MICROSCOPIA|10B|658,75|2|0|7|0|0|658,75
31401295|TRATAMENTO CIRÚRGICO DO ABSCESSO ENCEFÁLICO|10B|658,75|2|0|5|0|0|658,75
31401309|TRATAMENTO CIRÚRGICO DO HEMATOMA INTRACRANIANO|10B|658,75|2|0|5|0|0|658,75
31401333|TRATAMENTO PRÉ-NATAL DAS HIDROCEFALIAS E CISTOS CEREBRAIS|09A|471,75|2|0|6|0|0|471,75
31401341|ACESSO ENDOSCÓPICO AO TRATAMENTO CIRÚRGICO DOS TUMORES DA REGIÃO SELAR|08A|397,8|1|0|4|0|0|397,8
31401350|IMPLANTAÇÃO DE HALO PARA RADIOCIRURGIA|10A|607,75|2|0|5|0|0|607,75
31402011|CORDOTOMIA-MIELOTOMIAS POR RADIOFREQUÊNCIA|10A|607,75|2|0|6|0|0|607,75
31402020|LESÃO DE SUBSTÂNCIA GELATINOSA MEDULAR (DREZ) POR RADIOFREQUÊNCIA|10B|658,75|2|0|6|0|0|658,75
31402038|TAMPÃO SANGÜÍNEO PERIDURAL PARA TRATAMENTO DE CEFALÉIA APÓS PUNÇÃO (NÃO INDICADA NA PROFILAXIA DA C|03C|108,8|0|0|2|0|0|108,8
31403018|BIÓPSIA DE NERVO|03C|108,8|1|0|1|0|0|108,8
31403026|BLOQUEIO DE NERVO PERIFÉRICO|03B|95,2|1|0|2|0|0|95,2
31403034|DENERVAÇÃO PERCUTÂNEA DE FACETA ARTICULAR - POR SEGMENTO|09C|566,1|1|0|4|0|0|566,1
31403042|ENXERTO DE NERVO|08B|416,5|2|0|4|0|0|416,5
31403050|ENXERTO DE NERVO INTERFASCICULAR, PEDICULADO (1º ESTÁGIO)|11A|773,5|1|0|6|0|0|773,5
31403069|ENXERTO DE NERVO INTERFASCICULAR, PEDICULADO (2º ESTÁGIO)|11A|773,5|1|0|6|0|0|773,5
31403077|ENXERTO INTERFASCICULAR DE NERVO VASCULARIZADO|12C|1270,75|3|0|6|0|0|1270,75
31403085|ENXERTO INTERFASCICULAR|09A|471,75|1|0|5|0|0|471,75
31403093|ENXERTO PARA REPARO DE 2 OU MAIS NERVOS|09B|514,25|3|0|5|0|0|514,25
31403107|EXCISÃO DE TUMORES DE NERVOS PERIFÉRICOS COM ENXERTO INTERFASCICULAR|09B|514,25|1|0|5|0|0|514,25
31403115|EXCISÃO DE TUMORES DOS NERVOS PERIFÉRICOS|07C|368,05|1|0|4|0|0|368,05
31403123|EXPLORAÇÃO CIRÚRGICA DE NERVO (NEURÓLISE EXTERNA)|05B|187|1|0|3|0|0|187
31403131|EXTIRPAÇÃO DE NEUROMA|04A|130,05|1|0|2|0|0|130,05
31403140|IMPLANTE DE GERADOR PARA NEUROESTIMULAÇÃO|08A|397,8|1|0|2|0|0|397,8
31403158|LESÃO DE NERVOS ASSOCIADA À LESÃO ÓSSEA|08C|442|1|0|3|0|0|442
31403166|LESÃO ESTEREOTÁXICA DE ESTRUTURAS PROFUNDAS PARA TRATAMENTO DA DOR OU MOVIMENTO ANORMAL|10B|658,75|2|0|6|0|0|658,75
31403174|MICROCIRURGIA DO PLEXO BRAQUIAL COM A EXPLORAÇÃO, NEURÓLISE E ENXERTOS INTERFASCICULARES PARA REPARO|13A|1398,25|2|0|7|0|0|1398,25
31403182|MICROCIRURGIA DO PLEXO BRAQUIAL COM EXPLORAÇÃO E NEURÓLISE|12C|1270,75|2|0|5|0|0|1270,75
31403204|MICRONEURÓLISE INTRANEURAL OU INTRAFASCICULAR DE UM NERVO|07C|368,05|1|0|4|0|0|368,05
31403212|MICRONEURÓLISE INTRANEURAL OU INTRAFASCICULAR DE DOIS OU MAIS NERVOS|08B|416,5|1|0|4|0|0|416,5
31403220|MICRONEURÓLISE MÚLTIPLAS|08B|416,5|1|0|4|0|0|416,5
31403239|MICRONEURÓLISE ÚNICA|06A|216,75|1|0|3|0|0|216,75
31403255|MICRONEURORRAFIA DE DEDOS DA MÃO|08B|416,5|2|0|4|0|0|416,5
31403263|MICRONEURORRAFIA MÚLTIPLA (PLEXO NERVOSO)|12B|1037|2|0|5|0|0|1037
31403271|MICRONEURORRAFIA ÚNICA|08A|397,8|1|0|4|0|0|397,8
31403280|NEURÓLISE DAS SÍNDROMES COMPRESSIVAS|06C|260,1|1|0|3|0|0|260,1
31403298|NEUROTRIPSIA (CADA EXTREMIDADE)|03B|95,2|2|0|2|0|0|95,2
31403301|REPOSIÇÃO DE FÁRMACO(S) EM BOMBAS IMPLANTADAS|01B|17|0|0|3|0|0|17
31403310|RESSECÇÃO DE NEUROMA|04A|130,05|2|0|3|0|0|130,05
31403328|REVISÃO DE SISTEMA IMPLANTADOS PARA INFUSÃO DE FÁRMACOS|06A|216,75|0|0|3|0|0|216,75
31403336|RIZOTOMIA PERCUTÂNEA POR SEGMENTO - QUALQUER MÉTODO|10C|731|1|0|5|0|0|731
31403344|SIMPATECTOMIA|09B|514,25|1|0|5|0|0|514,25
31403352|TRANSPOSIÇÃO DE NERVO|10A|607,75|1|0|2|0|0|607,75
31403360|TRATAMENTO MICROCIRÚRGICO DAS NEUROPATIAS COMPRESSIVAS (TUMORAL, INFLAMATÓRIO, ETC)|08B|416,5|2|0|5|0|0|416,5
31403379|SIMPATECTOMIA POR VIDEOTORACOSPIA|10B|658,75|1|385|6|0|0|1043,75
31404014|DESCOMPRESSÃO VASCULAR DE NERVOS CRANIANOS|11A|773,5|2|0|6|0|0|773,5
31404022|NEUROTOMIA SELETIVA DO TRIGÊMIO|10A|607,75|2|0|6|0|0|607,75
31405010|BLOQUEIO DO SISTEMA NERVOSO AUTÔNOMO|06A|216,75|1|0|2|0|0|216,75
31405029|LESÃO DO SISTEMA NERVOSO AUTÔNOMO - QUALQUER MÉTODO|03C|108,8|1|0|2|0|0|108,8
31405037|TRATAMENTO DA SÍNDROME DO DESFILADEIRO CÉRVICO TORÁCICO|09B|514,25|2|0|5|0|0|514,25
31501010|TRANSPLANTE DE CÓRNEA|10B|658,75|1|0|5|0|0|658,75
31501028|RETIRADA PARA TRANSPLANTE|07B|311,1|0|0|0|0|0|311,1
31502016|TRANSPLANTE CARDÍACO (DOADOR)|10B|658,75|2|0|5|0|0|658,75
31502024|TRANSPLANTE CARDÍACO (RECEPTOR)|14A|1891,25|3|0|8|0|0|1891,25
31503012|TRANSPLANTE CARDIOPULMONAR (DOADOR)|12B|1037|3|0|8|0|0|1037
31503020|TRANSPLANTE CARDIOPULMONAR (RECEPTOR)|14C|2269,5|3|0|8|0|0|2269,5
31504019|TRANSPLANTE PULMONAR (DOADOR)|11B|848,3|3|0|8|0|0|848,3
31504027|TRANSPLANTE PULMONAR UNILATERAL (RECEPTOR)|14A|1891,25|3|0|8|0|0|1891,25
31505015|TRANSPLANTE HEPÁTICO (RECEPTOR)|14C|2269,5|3|0|8|0|0|2269,5
31505023|TRANSPLANTE HEPÁTICO (DOADOR)|12C|1270,75|3|0|8|0|0|1270,75
31506011|TRANSPLANTE RENAL (RECEPTOR)|14A|1891,25|2|0|7|0|0|1891,25
31506038|NEFRECTOMIA EM DOADOR VIVO|11A|773,5|2|0|5|0|0|773,5
31506046|NEFRECTOMIA LAPAROSCÓPICA EM DOADOR VIVO|12C|1270,75|2|527,2|6|0|0|1797,95
31507018|TRANSPLANTE PANCREÁTICO (RECEPTOR)|14A|1891,25|2|0|7|0|0|1891,25
31507026|TRANSPLANTE PANCREÁTICO (DOADOR)|11A|773,5|2|0|5|0|0|773,5
31601014|ACUPUNTURA HONORARIO MEDICO POR SESSAO (PACOTE)|02B|45,9||0||||
31602185|ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA|03A|74,8|0|0|1|0|0|74,8
31602339|BLOQUEIO ANESTÉSICO DE PLEXOS NERVOSOS (LOMBOSSACRO, BRAQUIAL, CERVICAL) PARA TRATAMENTO DE DOR|03C|108,8||0|2|||
40101010|ECG CONVENCIONAL DE ATÉ 12 DERIVAÇÕES|01B|17|0|7,5|0|0|0|24,5
40101029|ELETROCARDIOGRAMA DE ALTA RESOLUCAO DETERMINACAO DE POTENCIAIS TARDIOS|01B|17|0|18,4|0|0|0|35,4
40101037|TESTE ERGOMÉTRICO COMPUTADORIZADO (INCLUI ECG BASAL CONVENCIONAL)|02A|34|0|88,7|0|0|0|122,7
40101045|TESTE ERGOMÉTRICO CONVENCIONAL - 3 OU MAIS DERIVAÇÕES SIMULTÂNEAS (INCLUI ECG BASAL CONVENCIONAL)|02A|34|0|71,6|0|0|0|105,6
40101061|ERGOESPIROMETRIA OU TESTE CARDIOPULMONAR DE EXERCÍCIO COMPLETO (ESPIROMETRIA FORÇADA, CONSUMO DE O2,|03B|95,2|0|110|0|0|0|205,2
40102017|BILIMETRIA GÁSTRICA OU ESOFÁGICA DE 24 HORAS|05B|187|0|106,2|0|0|0|293,2
40102025|MANOMETRIA COMPUTADORIZADA ANORRETAL|05B|187|0|94,86|0|0|0|281,86
40102033|MANOMETRIA COMPUTADORIZADA ANORRETAL PARA BIOFEEDBACK - 1ª SESSÃO|05A|173,4|0|94,86|0|0|0|268,26
40102041|MANOMETRIA COMPUTADORIZADA ANORRETAL PARA BIOFEEDBACK - DEMAIS SESSÕES|04C|160,65|0|94,86|0|0|0|255,51
40102050|MANOMETRIA ESOFÁGICA COMPUTADORIZADA COM TESTE PROVOCATIVO|05B|187|0|106,38|0|0|0|293,38
40102068|MANOMETRIA ESOFÁGICA COMPUTADORIZADA SEM TESTE PROVOCATIVO|05B|187|0|94,86|0|0|0|281,86
40102076|MANOMETRIA ESOFÁGICA PARA LOCALIZAÇÃO DOS ESFÍNCTERES PRÉ-PH-METRIA|05B|187|0|94,86|0|0|0|281,86
40102084|PH-METRIA ESOFÁGICA COMPUTADORIZADA COM UM CANAL|05B|187|0|94,8|0|0|0|281,8
40102092|PH-METRIA ESOFÁGICA COMPUTADORIZADA COM DOIS CANAIS|05B|187|0|96,6|0|0|0|283,6
40102106|PH-METRIA ESOFÁGICA COMPUTADORIZADA COM TRÊS CANAIS|05B|187|0|106,2|0|0|0|293,2
40103013|ANÁLISE COMPUTADORIZADA DA VOZ|02A|34|0|30,87|0|0|0|64,87
40103021|ANÁLISE COMPUTADORIZADA DE PAPILA E/OU FIBRAS NERVOSAS - MONOCULAR|03A|74,8|0|37,7|0|0|0|112,5
40103030|ANÁLISE COMPUTADORIZADA DO SEGMENTO ANTERIOR - MONOCULAR|03A|74,8|0|62,9|0|0|0|137,7
40103048|AUDIOMETRIA (TIPO VON BEKESY)|02A|34|0|9,1|0|0|0|43,1
40103056|POTENCIAL EVOCADO ESTACIONÁRIO (STEADY STATE)|03C|108,8|0|39|0|0|0|147,8
40103064|AUDIOMETRIA DE TRONCO CEREBRAL (PEA) BERA|04B|142,8|0|45,21|0|0|0|188,01
40103072|AUDIOMETRIA TONAL LIMIAR COM TESTES DE DISCRIMINAÇÃO|02A|34|0|7,8|0|0|0|41,8
40103080|AUDIOMETRIA TONAL LIMIAR INFANTIL CONDICIONADA (QUALQUER TÉCNICA) - PEEP-SHOW|02C|54,4|0|17,55|0|0|0|71,95
40103099|AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE DISCRIMINAÇÃO|01B|17|0|9,1|0|0|0|26,1
40103102|AUDIOMETRIA VOCAL - PESQUISA DE LIMIAR DE INTELIGIBILIDADE|01B|17|0|9,1|0|0|0|26,1
40103110|AUDIOMETRIA VOCAL COM MENSAGEM COMPETITIVA (SSI, SSW)|02A|34|0|9,1|0|0|0|43,1
40103129|AVALIAÇÃO NEUROFISIOLÓGICA DA FUNÇÃO SEXUAL (INCLUI ELETRONEUROMIOGRAFIA DE MMII, RBC, NCDP, PEGC)|04B|142,8|0|201,6|0|0|0|344,4
40103137|CAMPIMETRIA COMPUTADORIZADA|02A|34|0|27,7|0|0|0|61,7
40103145|CONTINGENTE DE VARIAÇÃO NEGATIVA|02C|54,4|0|91,5|0|0|0|145,9
40103153|CRANIOCORPOROGRAFIA|02B|45,9|0|48,75|0|0|0|94,65
40103161|DECAY DO REFLEXO ESTAPEDICO|01C|25,5|0|1,58|0|0|0|27,08
40103170|EEG DE ROTINA|02A|34|0|40|0|0|0|74
40103188|EEG INTRA OPERATORIO PARA MONITORIZACAO CIRURGICA N O NEUROLOGICA (EEG/ IO)|03B|95,2|0|10,43|0|0|0|105,63
40103196|EEGQ QUANTITATIVO COM ANÁLISE DE COERÊNCIA|02B|45,9|0|100|0|0|0|145,9
40103200|ELETRENCEFALOGRAMA ESPECIAL: TERAPIA INTENSIVA, MORTE ENCEFÁLICA, EEG PROLONGADO (ATÉ 2 HORAS)|03B|95,2|0|93,92|0|0|0|189,12
40103234|ELETRENCEFALOGRAMA EM VIGÍLIA, E SONO ESPONTÂNEO OU INDUZIDO|02B|45,9|0|40|0|0|0|85,9
40103242|ELETRO-OCULOGRAFIA - MONOCULAR|02B|45,9|0|56,6|0|0|0|102,5
40103250|ELETRO-RETINOGRAFIA - MONOCULAR|02B|45,9|0|56,6|0|0|0|102,5
40103269|ELETROCOCLEOGRAFIA (ECOCHG)|02C|54,4|0|75,75|0|0|0|130,15
40103277|ELETROCORTICOGRAFIA INTRA OPERATORIA (ECOG) - POR HORA DE MONITORIZACAO|03A|74,8|0|26,96|0|0|0|101,76
40103285|ELETROGLOTOGRAFIA|02A|34|0|24,37|0|0|0|58,37
40103307|ELETRONEUROMIOGRAFIA (VELOCIDADE DE CONDUÇÃO) TESTES DE ESTÍMULOS PARA PARALISIA FACIAL|04B|142,8|0|57|0|0|0|199,8
40103315|ELETRONEUROMIOGRAFIA DE MMII|04B|142,8|0|96|0|0|0|238,8
40103323|ELETRONEUROMIOGRAFIA DE MMSS|04B|142,8|0|96|0|0|0|238,8
40103331|ELETRONEUROMIOGRAFIA DE MMSS E MMII|05A|173,4|0|192|0|0|0|365,4
40103366|ELETRONEUROMIOGRAFIA GENITOPERINEAL|05B|187|0|168|0|0|0|355
40103374|EMG COM REGISTRO DE MOVIMENTO INVOLUNTÁRIO (TESTE DINÂMICO DE ESCRITA; ESTUDO FUNCIONAL DE TREMORES)|02A|34|0|39|0|0|0|73
40103382|EMG PARA MONITORAÇÃO DE QUIMODENERVAÇÃO (POR SESSÃO)|03A|74,8|0|91,35|0|0|0|166,15
40103390|EMG QUANTITATIVA OU EMG DE FIBRA ÚNICA|05B|187|0|240|0|0|0|427
40103404|ESPECTROGRAFIA VOCAL|02A|34|0|30,87|0|0|0|64,87
40103412|GUSTOMETRIA|01B|17|0|0,65|0|0|0|17,65
40103439|IMPEDANCIOMETRIA|02B|45,9|0|7,8|0|0|0|53,7
40103447|MÉTODO DE PROETZ (POR SESSÃO)|01B|17|0|0,91|0|0|0|17,91
40103455|OTOEMISSÕES ACÚSTICAS PRODUTO DE DISTORÇÃO|02B|45,9|0|14,62|0|0|0|60,52
40103463|OTOEMISSÕES EVOCADAS TRANSIENTES|02B|45,9|0|14,62|0|0|0|60,52
40103480|PESQUISA DE PARES CRANIANOS RELACIONADOS COM O VIII PAR|02A|34|0|9,75|0|0|0|43,75
40103498|POTENCIAL EVOCADO AUDITIVO DE TRONCO CEREBRAL (PEA-TC)|03C|108,8|0|65|0|0|0|173,8
40103501|PESQUISA DO FENÔMENO DE TULLIO|01B|17|0|1,58|0|0|0|18,58
40103510|POLIGRAFIA DE RECEM NASCIDO (MAIOR OU IGUAL A 2 HORAS ) (PG/RN)|03A|74,8|0|140|0|0|0|214,8
40103528|POLISSONOGRAFIA DE NOITE INTEIRA (PSG) INCL POLISSONOGRAMAS|03C|108,8||300||||
40103536|POLISSONOGRAFIA COM EEG DE NOITE INTEIRA|04A|130,05||320||||
40103544|POLISSONOGRAMA COM TESTE DE CPAP NASAL|04A|130,05|0|340|0|0|0|470,05
40103552|POSTUROGRAFIA|02B|45,9|0|48,75|0|0|0|94,65
40103560|POTENCIAL EVOCADO - P300|03C|108,8|0|65|0|0|0|173,8
40103579|POTENCIAL EVOCADO AUDITIVO DE MÉDIA LATÊNCIA (PEA-ML) BILATERAL|03B|95,2|0|79,5|0|0|0|174,7
40103587|POTENCIAL SOMATO-SENSITIVO P/ LOCALIZACAO FUNCIONAL DA AREA CENTRAL (MONIT P/ HORA)|03B|95,2|0|82,51|0|0|0|177,71
40103595|POTENCIAL EVOCADO GÊNITO-CORTICAL (PEGC)|03B|95,2|0|76,5|0|0|0|171,7
40103609|POTENCIAL EVOCADO MOTOR - PEM (BILATERAL)|03C|108,8|0|91,9|0|0|0|200,7
40103617|POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES (PESS)|03B|95,2|0|79,5|0|0|0|174,7
40103625|POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS SUPERIORES (PESS)|03B|95,2|0|79,5|0|0|0|174,7
40103633|POTENCIAL EVOCADO VISUAL (PEV)|03C|108,8|0|56,6|0|0|0|165,4
40103641|PROVAS DE FUNÇÃO TUBÁRIA|01B|17|0|1,49|0|0|0|18,49
40103650|REGISTRO DE NISTAGMO PENDULAR|02B|45,9|0|37,37|0|0|0|83,27
40103668|RINOMANOMETRIA COMPUTADORIZADA|02C|54,4|0|22,75|0|0|0|77,15
40103676|RINOMETRIA ACÚSTICA|02C|54,4|0|22,75|0|0|0|77,15
40103684|TESTE DE AVALIAÇÃO DE SISTEMA PARASSIMPÁTICO|02A|34|0|31,51|0|0|0|65,51
40103714|TESTE DE ESTIMULAÇÃO REPETITIVA (UM OU MAIS MÚSCULOS)|02A|34|0|46,5|0|0|0|80,5
40103722|TESTE DE FÍSTULA PERILINFÁTICA COM ELETRONISTAGMOGRAFIA|03A|74,8|0|29,25|0|0|0|104,05
40103730|TESTE DE LATENCIAS MULTIPLAS DE SONO (TLMS)|03A|74,8|0|240|0|0|0|314,8
40103749|VECTOELETRONISTAGMOGRAFIA - COMPUTADORIZADA|03A|74,8|0|48,75|0|0|0|123,55
40103757|MONITORIZAÇAO CONTINUA POR VIDEO EEG - NAO INVASIVA (PACOTE)|03C|108,8|0|31,26|0|0|0|140,06
40103765|VIDEONISTAGMOGRAFIA INFRAVERMELHA|02B|45,9|0|48,75|0|0|0|94,65
40103889|PROCESSAMENTO AUDITIVO CENTRAL INFANTIL (03 A 07 ANOS)|05A|173,4||20||||
40103897|PROCESSAMENTO AUDITIVO CENTRAL (ACIMA DE 07 ANOS)|06B|238||20||||
